neuron_id,neuron_name,archive,note,age_scale,gender,age_classification,species,strain,scientific_name,stain,experiment_condition,protocol,slicing_direction,reconstruction_software,objective_type,original_format,domain,attributes,magnification,shrinkage_reported,shrinkage_corrected,slicing_thickness,min_age,max_age,min_weight,max_weight,reference_doi,primary_brain_region,secondary_brain_region,tertiary_brain_region,primary_cell_class,secondary_cell_class,tertiary_cell_class,physical_integrity
99922,Green4_8-30-12_sec1_Neuron8,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,somatosensory,"brodmann area 3, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99923,Green4_8-30-12_sec2_Neuron3,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,somatosensory,"brodmann area 3, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99924,Green5-8-30-12_sec1_Neuron-1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,somatosensory,"brodmann area 3, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99925,Green5-8-30-12_sec3_Neuron2,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,somatosensory,"brodmann area 3, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99942,Green5_9-25-12_sec2_Neuron3,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 10, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99943,Green5_December2013_sec3_Neuron1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 10, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99944,Green6_9-25-12_sec2_Neuron2,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 10, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99926,Green7-8-30-12_sec3_Neuron10,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,somatosensory,"brodmann area 3, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99945,Green7_9-25-12_sec2_Neuron1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 10, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99913,Pink5_9-24-1_-sec1_1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,somatosensory,"brodmann area 3, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99881,Pink6-coded-11-6_sec1_Neuron1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 11, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99882,Pink6-coded-11-6_sec1_Neuron2,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 11, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99883,Pink6-coded-11-6_sec1_Neuron3,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 11, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99916,Pink7_9-24-1_-sec3_1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,somatosensory,"brodmann area 3, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99928,Pink7_December2013_sec1_Neuron4,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99907,Pink8_9-24-1_-sec1_Neuron7,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,somatosensory,"brodmann area 3, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99946,Green7_December2013_sec2_Neuron8,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 10, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99938,Green8_December2013_sec1_Neuron7,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 10, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99947,Green9_9-25-12_sec4_Neuron8,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 10, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99950,Orange10-8-31-12_Neuron5,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 11, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99948,Orange11-8-31-12_Neuron1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 11, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99951,Orange11-8-31-12_Neuron2,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 11, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99887,Blue19_December2013_sec2_neuron1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 11, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99941,Green4_9-25-12_sec3_Neuron7,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 10, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99949,Orange5-8-31-12_Neuron3,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 11, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99894,Red1_October-2013_sec4_Neuron2,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99890,Orange5_-7-10-14_sec3_Neuron1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 10, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99964,Orange5_3-22-13_sec1_Neuron1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,occipital,"brodmann area 18, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99954,Orange5_3-22-13_sec2_Neuron2,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,occipital,"brodmann area 18, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99965,Orange5_3-22-13_sec3_Neuron3,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,occipital,"brodmann area 18, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99955,Orange5_3-22-13_sec3_Neuron4,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,occipital,"brodmann area 18, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99884,Orange5_9-25-12-sec2-Neuron2,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,occipital,"brodmann area 18, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99885,Orange6_9-25-12-sec2_1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,occipital,"brodmann area 18, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99886,Orange6_9-25-12-sec3_1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,occipital,"brodmann area 18, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99952,Orange7-8-31-12_Neuron4,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 11, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99891,Orange7Dec2013_sec1_Neuron2,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 10, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99932,Pink13_December2013_sec_1_Neuron1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99888,Pink2_7-10-14_sec4_Neuron2,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 11, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99906,Pink2_sec3_Neuron2,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,somatosensory,"brodmann area 3, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99917,Pink8_9-24-1_-sec4_Neuron10,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,somatosensory,"brodmann area 3, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99929,Pink8_December2013_sec4_Neuron3,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99900,Purple16-9-18-12_sec1_1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99901,Purple4-9-18-12_sec2_1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99902,Purple5-9-18-12_sec4_1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99892,Red13_December2013_sec2_Neuron7,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99893,Red1_October-2013_sec3_Neuron1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99895,Red3_October-2013_sec4_Neuron3,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99896,Red3_October-2013_sec4_Neuron4,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99897,Red5_October-2013_sec2_Neuron5,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
