neuron_name,neuron_id,neurite_surface_nmo,neurite_volume_nmo,pk_classic_nmo,bif_ampl_local_nmo,fractal_dim_nmo,soma_surface_nmo,n_stems_nmo,n_bifs_nmo,n_branch_nmo,width_nmo,height_nmo,depth_nmo,diameter_nmo,euc_distance_nmo,path_distance_nmo,branch_order_nmo,contraction_nmo,fragmentation_nmo,partition_asymmetry_nmo,bif_ampl_remote_nmo,neurite_length_nmo
h173-cel-7,72462,6194.47,634.933,2.0,65.0517,1.02599,1129.51,6.0,18.0,42.0,316.529,467.081,120.89,0.41,325.092,397.183,4.0,0.899953,687.0,0.37037,59.2357,4809.17
h173-cel-8,72463,6839.78,701.077,2.0,63.749,1.02309,1220.36,6.0,24.0,54.0,333.271,412.351,128.1,0.41,302.551,336.84,5.0,0.928759,297.0,0.435913,59.3712,5310.17
h173-cel-9,72464,6020.45,617.096,2.0,52.7691,1.02499,874.333,6.0,23.0,52.0,332.796,386.081,119.58,0.41,260.607,298.788,5.0,0.942383,280.0,0.456522,47.0735,4674.07
h184a-cel-10,72407,4796.89,491.681,2.0,70.4988,1.01956,1226.64,7.0,15.0,37.0,378.049,397.958,73.93,0.41,294.71,323.939,5.0,0.927427,269.0,0.64,58.1181,3724.14
h184a-cel-11,72465,5529.6,566.784,2.0,70.7658,1.01431,1497.42,5.0,13.0,31.0,416.749,531.36,80.56,0.41,356.726,375.589,4.0,0.938961,290.0,0.410256,63.7506,4292.99
h184a-cel-12,72466,4783.56,490.315,2.0,63.7268,1.01815,1203.53,7.0,23.0,53.0,294.445,418.95,66.54,0.41,272.31,286.235,4.0,0.940728,250.0,0.431884,53.0523,3713.79
h184a-cel-13,72408,6706.78,687.445,2.0,81.799,1.01693,2297.39,12.0,19.0,50.0,330.065,395.432,111.83,0.41,305.726,338.86,7.0,0.920558,352.0,0.368421,62.4044,5206.91
h184a-cel-14,72409,3097.79,317.523,2.0,77.3364,1.02783,548.326,4.0,11.0,26.0,288.67,467.92,59.15,0.41,285.332,299.897,4.0,0.911356,207.0,0.454545,69.5113,2405.02
h184a-cel-1,72406,5069.21,519.594,2.0,76.1846,1.02342,1270.95,4.0,22.0,48.0,319.448,376.21,116.24,0.41,225.509,263.416,4.0,0.918438,301.0,0.287879,65.3796,3935.56
h184a-cel-2,72410,6316.72,647.463,2.0,76.3468,1.02088,1190.78,4.0,23.0,50.0,383.719,461.353,99.69,0.41,299.067,370.492,5.0,0.935325,347.0,0.421739,66.0641,4904.08
h184a-cel-3,72411,9811.22,1005.65,2.0,56.8091,1.01145,1279.49,6.0,38.0,82.0,380.78,510.229,90.23,0.41,317.121,334.776,7.0,0.957216,463.0,0.461204,45.8231,7617.09
h184a-cel-5,72412,3837.48,415.508,2.0,56.268,1.03917,549.922,5.0,11.0,27.0,354.512,500.958,89.31,0.418734,381.923,414.585,5.0,0.892299,229.0,0.563636,41.9276,2894.31
h184a-cel-6,72413,4510.38,462.313,2.0,74.8913,1.0275,788.497,7.0,12.0,31.0,292.565,402.529,121.66,0.41,310.738,389.636,7.0,0.890592,262.0,0.434524,64.9343,3501.7
h184a-cel-7,72414,6050.2,620.146,2.0,65.1738,1.01778,1578.81,6.0,21.0,48.0,362.182,433.477,105.85,0.41,280.218,331.806,5.0,0.947048,353.0,0.504535,57.3109,4697.17
13-human-hcca1-idab1-porta6-sec1-cel3soma-z-corr-1-7,147055,40808.7,15367.3,1.75939,61.3954,1.02422,1215.76,7.0,76.0,159.0,299.851,699.29,143.26,1.14617,638.671,681.927,17.0,0.919025,7431.0,0.570404,50.394,11305.5
18-human-hcca-idab1-porta6-sec1-cel11soma-z-corr-1-7,147095,37556.7,13968.4,1.82697,56.6632,1.02017,1296.1,9.0,57.0,123.0,325.855,522.39,140.22,1.14589,426.78,455.696,12.0,0.93016,6850.0,0.513836,46.6044,10352.0
4-Human-hcca1-idab1-porta-5-cel10-soma-z-corr-1-7,147157,25740.0,9674.27,1.87554,53.437,1.02126,1648.76,8.0,59.0,126.0,230.336,455.35,155.07,1.10547,373.861,392.968,13.0,0.926119,4525.0,0.423508,48.2956,7021.94
44-human-hcca1-idab2-porta1-sec1-cel2-soma-z-corr-1-7,147136,26645.6,9881.48,1.86703,55.2391,1.02918,1135.83,8.0,42.0,92.0,314.221,463.671,202.73,1.04344,437.683,492.404,15.0,0.904346,11569.0,0.44302,62.8587,7634.75
54-human-idab2-hcca-porta4-cel4-S-soma-z-corr-1-7,147127,45959.8,22156.3,1.78506,60.7898,1.0296,1713.06,7.0,57.0,121.0,328.759,862.441,210.89,1.28528,838.736,917.911,16.0,0.909226,12199.0,0.493455,53.2468,10903.0
h184b-cel-4,72423,8858.05,907.95,2.0,72.1358,1.02053,1399.56,4.0,24.0,52.0,483.399,544.811,101.42,0.41,330.614,385.962,6.0,0.926342,465.0,0.358333,52.9225,6877.09
h189b-cel-15,72450,3469.79,355.654,2.0,59.9948,1.01447,1610.1,5.0,13.0,31.0,395.266,434.58,50.11,0.41,307.264,333.104,6.0,0.944462,182.0,0.538462,54.2855,2693.83
19-human-hcca1-idab2-porta-1-cel-6-soma-z-corr-1-7,147152,24160.5,10016.4,1.56358,64.0348,1.02511,924.652,4.0,43.0,90.0,300.691,609.12,167.75,1.21999,681.413,725.505,16.0,0.921239,4117.0,0.623244,61.7714,6424.48
2-Human-hcca1-idab1-porta4-sec1-cel9-soma-z-corr-1-7,147115,31318.1,13380.9,1.78031,57.4071,1.0225,930.299,7.0,62.0,131.0,299.669,490.929,145.9,1.21455,456.323,474.029,17.0,0.926252,5144.0,0.481373,54.2956,7979.06
20-human-hcca1-idab2-porta1-sec1-cel1-soma-z-corr-1-7,147087,24511.5,8883.91,1.87839,63.0029,1.02205,1313.49,10.0,43.0,96.0,228.753,716.041,170.9,1.14202,618.82,656.255,18.0,0.924652,4072.0,0.459086,62.7103,6808.88
20x-human-cing-cx,72476,17156.3,6260.45,1.44105,62.446,1.01248,927.189,6.0,40.0,86.0,263.236,331.58,34.32,1.23385,249.324,302.179,11.0,0.96068,1102.0,0.46006,48.5593,4451.34
21-human-hcca1-idab2-porta1-sec1-cel4soma-z-corr-1-7,147097,37284.5,16061.0,1.68242,58.1392,1.02027,1329.09,9.0,51.0,111.0,357.389,636.244,274.45,1.24628,671.874,773.749,10.0,0.932871,6281.0,0.429053,65.0615,9246.65
40-Human-hcca1-idab1-porta5-sec1-cel12-soma-z-corr-1-7,147062,24044.5,11417.9,1.74783,54.9734,1.02232,1232.41,10.0,47.0,104.0,224.558,463.35,124.48,1.33394,306.661,323.165,14.0,0.930291,8823.0,0.437125,55.9065,5411.07
41-Human-hcca1-idab1-porta6-sec1-cel1Ssoma-z-corr-1-7,147154,41059.2,15730.3,1.84193,64.0158,1.02515,975.236,10.0,63.0,136.0,344.784,866.36,130.33,1.20518,804.472,852.404,20.0,0.91034,18875.0,0.608265,56.392,11036.6
42-human-hcca1-idab1-porta6-sec1-cel10-soma-z-corr-1-7,147113,22204.7,9793.03,1.69656,55.1512,1.02541,957.86,7.0,43.0,93.0,293.801,368.604,115.33,1.14849,257.302,345.51,14.0,0.918031,7481.0,0.491136,62.2199,5735.25
43-human-hcca1-idab2-porta4-sec1-cel3-soma-z-corr-1-7,147151,31036.5,14236.5,1.78735,57.9852,1.02045,1263.36,7.0,55.0,117.0,307.975,512.69,188.37,1.18311,467.99,506.024,19.0,0.929158,11474.0,0.468363,56.4322,7913.8
45-human-hcca1-idab2-porta1-sec1-cel3-soma-z-corr-1-7,147130,35599.5,13642.8,1.84805,57.105,1.0278,824.925,8.0,57.0,122.0,278.632,678.12,212.36,1.1545,662.266,715.863,14.0,0.914724,15771.0,0.435054,53.9565,9757.17
46-human-hcca1-idab2-porta1-sec1-cel7-soma-z-corr-1-7,147101,40703.4,13389.3,1.8164,62.1567,1.02882,957.347,9.0,65.0,139.0,328.367,572.091,188.13,1.00425,518.497,568.275,14.0,0.904494,14473.0,0.500271,53.3377,12354.6
47-Human-hcca1-idab2-porta1-sec1-cel10-soma-z-corr-1-7,147125,44483.2,15554.3,1.71471,58.633,1.02529,1060.07,7.0,84.0,175.0,220.814,528.03,258.43,1.05537,447.941,477.685,12.0,0.918853,15821.0,0.46669,51.931,12792.0
48-human-hcca1-idab2-porta1-sec1-cel12-soma-z-corr-1-7,147141,27171.4,11142.2,1.85955,52.6553,1.02747,1319.48,7.0,49.0,105.0,249.809,469.229,147.76,1.06249,363.594,403.314,12.0,0.911552,10591.0,0.433675,54.7882,7404.42
49-human-hcca1-idab2-porta1-sec1-cel14soma-a-corr-1-7,147080,33754.0,12263.6,1.84722,62.2278,1.02472,1237.78,6.0,78.0,162.0,277.786,455.422,216.35,1.06275,436.325,491.692,17.0,0.91922,11374.0,0.527016,47.7586,9665.66
h184a-cel-8,72415,5026.72,515.238,2.0,64.9321,1.02757,713.953,4.0,21.0,46.0,260.239,426.91,107.7,0.41,259.062,297.618,7.0,0.934519,314.0,0.58458,57.6193,3902.57
h184a-cel-9,72416,7650.3,784.156,2.0,65.7937,1.01537,1236.35,5.0,26.0,57.0,445.41,598.089,108.0,0.41,368.375,398.065,5.0,0.948727,373.0,0.348535,54.4748,5939.43
h184b-cel-10,72418,9237.18,946.811,2.0,57.5474,1.02055,2076.54,6.0,28.0,62.0,496.101,393.481,113.63,0.41,318.202,346.844,4.0,0.940536,460.0,0.455102,47.4408,7171.43
h184b-cel-11,72419,5617.35,575.778,2.0,65.3807,1.01442,1632.08,6.0,19.0,44.0,403.926,503.772,99.9,0.41,319.214,353.542,4.0,0.948466,303.0,0.425439,57.7895,4361.11
h184b-cel-12,72420,5387.71,552.24,2.0,66.2815,1.00953,1484.08,5.0,23.0,51.0,354.528,404.14,97.14,0.41,282.604,313.954,5.0,0.959462,210.0,0.553623,56.0149,4182.83
h184b-cel-1,72417,9463.91,970.051,2.0,72.7137,1.01473,1718.25,4.0,39.0,82.0,491.868,571.79,105.91,0.41,374.338,483.632,12.0,0.955424,394.0,0.519011,61.2792,7347.45
h184b-cel-2,72421,9981.18,1023.07,2.0,65.3105,1.02059,1290.87,5.0,31.0,67.0,519.463,620.038,107.27,0.41,435.18,456.118,10.0,0.937162,626.0,0.541091,58.787,7749.05
h184b-cel-3,72422,5140.67,526.918,2.0,74.4034,1.01517,1977.94,6.0,21.0,48.0,412.563,387.73,69.92,0.41,274.279,294.116,5.0,0.949422,261.0,0.352381,64.2689,3991.04
h189a-cel-19,72437,4218.15,432.36,2.0,70.9507,1.02053,798.893,5.0,20.0,45.0,291.4,340.291,79.98,0.41,223.806,262.656,8.0,0.933018,320.0,0.570833,56.6298,3274.83
h189a-cel-1,72433,5774.65,591.902,2.0,64.7592,1.02795,819.235,5.0,26.0,57.0,308.981,450.329,108.58,0.41,317.091,373.554,8.0,0.91736,551.0,0.479454,52.6672,4483.24
h189a-cel-20,72439,5459.5,559.599,2.0,74.2848,1.02345,1304.84,9.0,18.0,45.0,292.109,406.523,122.89,0.41,276.289,360.701,4.0,0.901251,488.0,0.433862,53.7604,4238.57
h189a-cel-21,72440,4494.92,460.729,2.0,63.0356,1.02784,1809.21,7.0,16.0,39.0,275.927,467.029,122.67,0.41,351.126,388.022,3.0,0.910615,306.0,0.270833,51.2986,3489.7
h189a-cel-2,72438,4897.1,501.953,2.0,71.9683,1.01773,1103.51,5.0,21.0,47.0,306.24,550.6,96.8,0.41,334.359,372.327,6.0,0.949673,302.0,0.506803,56.4592,3801.94
h189a-cel-3,72441,7416.58,760.199,2.0,67.839,1.01632,2311.15,4.0,34.0,72.0,399.589,472.268,82.91,0.41,339.811,383.967,10.0,0.930462,494.0,0.489268,51.3945,5757.97
h189a-cel-4,72442,6109.15,626.188,2.0,68.2535,1.01938,1514.81,6.0,21.0,48.0,292.433,489.808,129.59,0.41,306.131,377.12,11.0,0.928903,383.0,0.605442,60.1129,4742.93
h189a-cel-5,72443,4205.16,431.028,2.0,72.4271,1.01746,920.263,4.0,17.0,38.0,277.48,471.989,90.83,0.41,286.4,323.212,8.0,0.946418,279.0,0.499533,62.6336,3264.74
h189a-cel-6,72444,4252.89,435.922,2.0,86.1922,1.02172,815.483,5.0,17.0,39.0,295.745,396.574,86.69,0.41,310.323,402.799,11.0,0.919122,330.0,0.647059,65.518,3301.8
h189a-cel-7,72445,3034.14,310.999,2.0,56.6808,1.01357,1049.7,8.0,11.0,30.0,252.039,356.25,46.31,0.41,225.631,258.006,5.0,0.941687,173.0,0.418182,53.1786,2355.6
h189a-cel-8,72446,5476.71,561.363,2.0,62.911,1.01538,1308.75,5.0,25.0,55.0,293.609,421.657,76.88,0.41,347.556,497.517,7.0,0.928457,320.0,0.403238,53.6415,4251.93
h189a-cel-9,72447,4492.55,460.486,2.0,68.8515,1.02336,1025.0,5.0,21.0,47.0,327.377,386.791,93.27,0.41,290.133,310.501,7.0,0.926311,329.0,0.391074,60.2336,3487.86
h189a-cel17,72470,8320.22,852.823,2.0,70.9136,1.01183,1771.16,9.0,33.0,75.0,417.229,467.66,77.2,0.41,353.845,428.419,14.0,0.941756,459.0,0.505647,50.9495,6459.53
h189b-cel-10,72448,9330.91,956.419,2.0,75.5103,1.01551,1728.17,5.0,33.0,71.0,515.958,477.792,97.14,0.41,374.044,410.226,8.0,0.944308,524.0,0.475274,58.3848,7244.2
h189b-cel-11,72449,3391.32,347.61,2.0,68.2081,1.01659,570.175,11.0,10.0,31.0,233.672,287.583,53.21,0.41,203.392,272.198,5.0,0.91536,222.0,0.7,60.7235,2632.91
h189b-cel-12,72467,5572.78,571.209,2.0,70.111,1.02322,2511.7,5.0,24.0,53.0,295.733,458.357,62.22,0.41,314.969,354.148,8.0,0.927432,322.0,0.423611,61.841,4326.51
h189b-cel-13,72468,6046.46,619.762,2.0,48.9924,1.02101,1433.29,6.0,20.0,46.0,303.952,500.967,72.8,0.41,352.948,387.654,5.0,0.943922,343.0,0.413333,45.0329,4694.26
h189b-cel-16,72475,5301.88,543.443,2.0,66.7229,1.02366,1745.4,7.0,21.0,49.0,385.434,452.447,93.81,0.41,317.698,348.538,13.0,0.929029,380.0,0.65873,50.166,4116.2
h189b-cel-17,72451,4166.68,427.085,2.0,68.1967,1.01715,1449.59,5.0,17.0,39.0,365.331,427.791,88.65,0.41,281.85,303.123,7.0,0.93679,240.0,0.534827,66.9783,3234.87
h189b-cel-3,72452,5620.66,576.118,2.0,66.1129,1.0191,1740.85,5.0,23.0,51.0,350.562,456.842,94.98,0.41,303.625,340.102,7.0,0.944541,372.0,0.605072,58.6671,4363.69
h189b-cel-4,72453,7554.38,774.324,2.0,76.3307,1.01758,1979.77,4.0,26.0,56.0,520.08,461.26,84.5,0.41,375.335,415.459,13.0,0.933333,427.0,0.658974,68.5952,5864.96
h189b-cel-5,72454,5076.57,520.349,2.0,62.6771,1.03424,834.69,6.0,23.0,52.0,270.94,362.441,60.34,0.41,290.164,339.446,6.0,0.899963,403.0,0.445549,53.8155,3941.28
h189b-cel-6,72455,5559.56,569.855,2.0,79.483,1.01404,2136.03,5.0,24.0,53.0,339.252,496.32,59.45,0.41,336.894,358.372,9.0,0.933169,328.0,0.478274,66.4373,4316.25
h189b-cel-7,72456,4842.07,496.313,2.0,72.8045,1.01283,1375.49,9.0,12.0,33.0,357.48,418.922,73.06,0.41,306.102,315.775,4.0,0.957826,233.0,0.5,70.3371,3759.22
h189b-cel-8,72457,4686.43,480.359,2.0,69.1125,1.01125,1788.23,7.0,18.0,43.0,339.974,417.316,49.98,0.41,298.609,318.063,5.0,0.948618,278.0,0.361111,58.465,3638.38
22-Human-hcca1-idab2-porta1-sec1-cel5soma-z-corr-1-7,147098,28343.3,13533.9,1.54986,64.4862,1.02124,1016.72,5.0,46.0,97.0,326.075,675.61,127.48,1.37384,634.219,681.626,15.0,0.923062,4867.0,0.628729,63.0485,6333.15
23-Human-hcca1-idab2-porta1-sec1-cel8-soma-z-corr-1-7,147081,29177.1,8902.04,1.89771,50.4685,1.02936,926.343,9.0,42.0,93.0,287.948,509.62,156.48,0.987378,341.88,380.454,9.0,0.8983,5796.0,0.451927,43.6166,9277.59
24-human-hcca1-idab2-porta1-sec1-cel9soma-z-corr-1-7,147110,40079.4,14776.7,1.77025,53.5358,1.02536,1575.42,7.0,61.0,129.0,392.84,453.76,222.09,1.1222,458.286,505.709,13.0,0.914387,6723.0,0.46919,60.6887,11226.1
25-human-hcca1-idab2-porta1-sec1-cel11-soma-z-corr-1-7,147128,32477.5,12485.6,1.74082,61.6353,1.02548,1083.69,6.0,62.0,130.0,272.282,586.231,169.29,1.16558,521.136,566.505,19.0,0.917628,5436.0,0.575951,55.843,8814.67
26-human-hcca1-idab2-porta1-sec1-cel13soma-z-corr-1-7,147158,42286.0,17247.8,1.72407,56.2352,1.02238,1156.63,7.0,79.0,165.0,291.247,690.48,183.19,1.22954,714.877,775.475,18.0,0.930373,6545.0,0.558969,58.3973,10877.6
27-human-hcca1-idab2-porta4-sec1-cel2-soma-z-corr-1-7,147137,30445.8,13894.5,1.80851,56.2393,1.02136,1621.97,8.0,50.0,108.0,253.075,665.02,180.5,1.31914,766.895,817.57,15.0,0.927246,4552.0,0.411312,50.7724,7436.61
28-Human-hcca1-idab2-porta5-sec1-cel1-soma-z-corr-1-7,147104,30744.9,11837.6,1.64974,59.786,1.03169,1041.17,8.0,40.0,88.0,307.192,653.559,204.94,1.22161,553.624,605.933,11.0,0.905056,4568.0,0.458462,61.0785,8011.66
29-human-hcca1-idab2-porta6-sec1-cel1-soma-z-corr-1-7,147112,34847.0,16262.5,1.73704,54.0743,1.01969,1530.89,9.0,43.0,95.0,278.133,476.25,214.83,1.34266,424.468,440.921,10.0,0.927148,4659.0,0.380011,53.2513,8428.95
3-human-hcca1-idab1-porta4-sec1-cel14soma-z-corr-1-7-REV,147147,26650.4,10999.4,1.74677,55.1431,1.02088,1338.21,6.0,47.0,100.0,281.169,570.27,150.76,1.15687,481.686,508.454,15.0,0.928476,4608.0,0.45394,57.4496,7223.5
30-human-hcca1-idab2-porta6-sec1-cel2-soma-z-corr-1-7,147148,40174.5,17340.2,1.68727,52.893,1.01939,1295.04,5.0,56.0,117.0,348.69,771.367,187.64,1.24409,663.324,738.268,12.0,0.927207,6559.0,0.418211,48.2458,10264.7
31-human-hcca1-idab2-porta-6-sec1-cel3-soma-corr1-7z,147067,24832.2,11493.1,1.76238,65.4127,1.02129,1271.98,5.0,36.0,77.0,209.528,590.681,212.73,1.35792,458.566,494.873,8.0,0.924932,3267.0,0.469813,60.1877,5852.35
32-human-hcca1-idab1-porta4-sec1-cel2-soma-corr1-7z,147103,25799.2,14763.6,2.02864,58.2015,1.0197,1531.27,10.0,53.0,116.0,307.211,466.85,136.85,1.09446,316.181,383.686,14.0,0.930169,8879.0,0.426049,55.6263,6526.47
33-Human-hcca1-idab1-porta4-sec1-cel4-soma-corr1-7z,147106,34662.2,14319.7,1.99628,63.4819,1.02648,1554.74,10.0,67.0,144.0,379.621,428.64,145.44,1.16553,330.857,399.39,19.0,0.913272,12258.0,0.485561,55.5538,8954.61
34-human-hcca1-idab1-porta4-sec1-cel8-soma-z-corr-1-7,147118,20268.3,8288.27,1.78148,70.1994,1.02658,1150.63,5.0,44.0,93.0,290.716,361.65,97.25,1.11084,287.971,384.706,17.0,0.910017,7882.0,0.53273,53.5681,5336.61
35-human-hcca1-idab1-porta4-sec1-cel10-soma-corr1-7z,147102,23348.6,8495.46,1.88959,59.7125,1.02615,1168.28,10.0,44.0,98.0,299.51,385.63,99.2,1.11635,264.024,328.741,14.0,0.916587,9096.0,0.423831,55.2049,6259.37
36-human-hcca1-idab1-porta4-sec1-cel12-S_soma-z-corr-1-7,147056,25688.7,11497.1,1.95931,54.7718,1.02495,1455.74,6.0,42.0,90.0,312.939,418.581,126.31,1.09782,321.226,481.884,13.0,0.91144,11732.0,0.44487,61.6201,6777.28
37-Human-hcca1-idab1-porta4-sec1-cel15-soma-z-corr-1-7,147140,30946.3,12531.3,1.92097,61.8282,1.0216,1598.52,10.0,55.0,120.0,328.9,539.361,131.55,1.08744,450.626,471.247,14.0,0.926583,12100.0,0.371605,57.1278,8371.95
38-human-hcca1-idab1-porta5-sec1-cel1-soma-corr1-7z,147139,63280.1,21806.8,1.87541,62.7299,1.02021,1928.01,9.0,92.0,193.0,352.614,651.642,138.54,1.08557,549.684,597.01,16.0,0.92682,23364.0,0.482214,47.9618,17803.8
39-Human-hcca1-idab1-porta5-sec1-cel3-soma-z-corr-1-7,147155,39261.5,16490.5,1.88744,51.6734,1.01979,1368.27,8.0,56.0,120.0,306.497,613.98,100.61,1.24221,534.31,562.62,11.0,0.923022,13961.0,0.547353,53.769,9585.22
5-human-hcca1-idab1-porta5-cel11-soma-corr1-7z,147077,42233.0,15944.3,1.85393,53.3838,1.02148,1405.37,11.0,55.0,121.0,328.396,623.53,176.97,1.22428,687.574,726.078,12.0,0.916256,6802.0,0.456038,55.9131,10836.1
50-human-hcca1-idab2-porta1-sec1-cel15-soma-z-corr-1-7,147133,40721.1,16578.0,1.81369,58.6963,1.02803,1448.71,7.0,61.0,129.0,272.387,503.93,250.42,1.21034,450.62,487.625,12.0,0.911506,11358.0,0.39322,47.912,10209.5
51-human-hcca1-idab2-porta4-sec-1-cel1-soma-z-corr-1-7,147083,28685.6,16110.6,1.74215,49.6449,1.01935,1555.93,7.0,47.0,101.0,271.641,515.711,198.64,1.27463,376.78,410.527,10.0,0.92894,7791.0,0.344985,52.6581,6568.29
52-human-hcca-idab1-porta4-sec1-cel17-soma-z-corr-1-7,147058,28853.9,10222.2,1.77519,66.6222,1.01857,1360.25,8.0,61.0,130.0,280.746,510.112,141.34,1.10415,423.382,452.733,18.0,0.934548,5084.0,0.535766,60.4277,8213.31
53-Human-hcca1-idab1-porta4-sec1-cel18-soma-z-corr-1-7,147153,19970.6,12234.9,1.63522,55.5857,1.01833,1796.62,8.0,30.0,68.0,284.398,402.098,148.76,1.41084,277.965,322.13,10.0,0.93772,2571.0,0.478689,58.8812,4486.29
6-human-hcca1-idab1-porta5-sec1-cel2-soma-z-corr-1-7,147089,31886.4,13537.4,1.816,57.7991,1.0286,1530.21,10.0,53.0,116.0,308.31,436.029,119.22,1.29432,284.347,349.529,10.0,0.915124,4727.0,0.417142,60.0796,7737.38
7-human-hcca1-idab1-porta4-sec1-cel11-soma-corr1-7z,147064,29367.9,10789.4,1.54295,52.4496,1.04495,785.512,12.0,67.0,146.0,280.98,579.41,186.92,0.674401,510.406,596.747,17.0,0.860501,19234.0,0.444948,47.8857,11504.9
8-Human-hcca1-idab1-porta5-sec1-cel5-soma-z-corr-1-7,147129,46713.8,15326.2,1.97777,54.5383,1.02211,1613.45,8.0,70.0,148.0,362.359,605.919,129.56,1.07477,473.042,506.351,14.0,0.91941,9077.0,0.434893,45.7184,13700.2
9-human-hcca1-idab1-porta-5-sec1-cel6-soma-z-corr-1-7,147120,33463.0,13356.4,1.73252,52.0995,1.02243,1671.28,9.0,52.0,113.0,313.311,492.69,127.27,1.24672,404.745,431.842,11.0,0.920127,5338.0,0.360672,47.505,8420.71
h173-cel-10,72458,9405.34,964.047,2.0,67.6683,1.0154,1655.99,8.0,36.0,80.0,398.011,468.278,105.68,0.41,287.311,360.498,9.0,0.940772,578.0,0.433333,52.8347,7301.98
h173-cel-13,72405,4211.47,431.675,2.0,62.0889,1.03131,626.523,6.0,13.0,32.0,311.257,353.364,62.72,0.41,237.568,271.543,3.0,0.883833,595.0,0.410256,49.415,3269.64
h173-cel-1,72469,5231.88,536.267,2.0,89.1893,1.02565,1044.75,5.0,19.0,43.0,403.115,373.549,40.87,0.41,283.707,306.315,7.0,0.912889,708.0,0.357895,66.7086,4061.85
h173-cel-2,72471,5258.34,538.98,2.0,83.5399,1.02125,932.182,7.0,13.0,33.0,397.773,426.643,88.91,0.41,278.504,319.646,6.0,0.92482,754.0,0.564103,54.673,4082.4
h173-cel-3-12,72459,7086.06,726.321,2.0,62.4828,1.03984,801.479,7.0,26.0,59.0,356.518,417.111,112.33,0.41,297.807,355.45,5.0,0.865405,1266.0,0.295513,57.3833,5501.37
h184b-cel-5,72424,7297.38,747.981,2.0,69.5387,1.01804,1599.48,4.0,26.0,56.0,399.901,595.961,97.89,0.41,361.73,385.803,9.0,0.945171,352.0,0.521407,57.1914,5665.43
h184b-cel-6,72425,5049.51,517.575,2.0,73.0929,1.01246,1587.72,5.0,17.0,39.0,411.462,470.231,68.85,0.41,342.98,352.45,4.0,0.948323,204.0,0.511765,65.3048,3920.26
